order_id,customer_id,order_date,order_value,payment_method,delivery_method
ORD_4194,CUST_280,2025-05-08 00:20:27.804591,472.74,Cash,Delivery
ORD_4195,CUST_280,2025-05-29 00:20:27.804591,580.59,PIX,Delivery
ORD_4196,CUST_280,2025-06-26 00:20:27.804591,555.65,PIX,Delivery
ORD_4197,CUST_280,2025-07-17 00:20:27.804591,818.5,Debit,Pickup
ORD_4198,CUST_280,2025-07-24 00:20:27.804591,631.06,PIX,Delivery
ORD_4199,CUST_280,2025-08-14 00:20:27.804591,681.9,Credit,Delivery
ORD_4200,CUST_281,2025-04-03 00:20:27.804591,3156.88,PIX,Delivery
ORD_4201,CUST_281,2025-04-17 00:20:27.804591,5935.45,PIX,Delivery
ORD_4202,CUST_281,2025-04-24 00:20:27.804591,4471.23,PIX,Pickup
ORD_4203,CUST_281,2025-05-15 00:20:27.804591,5528.51,PIX,Pickup
ORD_4204,CUST_281,2025-06-05 00:20:27.804591,6301.99,PIX,Delivery
ORD_4205,CUST_281,2025-06-19 00:20:27.804591,6105.29,Debit,Delivery
ORD_4206,CUST_281,2025-07-03 00:20:27.804591,4432.63,Cash,Pickup
ORD_4207,CUST_281,2025-07-24 00:20:27.804591,4313.62,Credit,Delivery
ORD_4208,CUST_281,2025-07-31 00:20:27.804591,3775.43,Credit,Pickup
ORD_4209,CUST_281,2025-09-04 00:20:27.804591,5198.53,Debit,Pickup
ORD_4210,CUST_281,2025-09-11 00:20:27.804591,3948.13,Cash,Pickup
ORD_4211,CUST_281,2025-09-25 00:20:27.804591,4734.49,Cash,Pickup
ORD_4212,CUST_281,2025-10-16 00:20:27.804591,4109.16,Debit,Pickup
ORD_4213,CUST_282,2025-04-17 00:20:27.804591,2315.72,Cash,Pickup
ORD_4214,CUST_282,2025-06-26 00:20:27.804591,2655.21,Cash,Pickup
ORD_4215,CUST_282,2025-07-03 00:20:27.804591,2239.73,Cash,Delivery
ORD_4216,CUST_282,2025-07-17 00:20:27.804591,2810.5,Debit,Pickup
ORD_4217,CUST_282,2025-08-07 00:20:27.804591,1291.62,Credit,Delivery
ORD_4218,CUST_282,2025-08-14 00:20:27.804591,2595.08,Cash,Delivery
ORD_4219,CUST_282,2025-09-18 00:20:27.804591,2049.64,PIX,Pickup
ORD_4220,CUST_283,2025-04-03 00:20:27.804591,1406.8,Cash,Delivery
ORD_4221,CUST_283,2025-04-10 00:20:27.804591,1587.1,Debit,Delivery
ORD_4222,CUST_283,2025-04-24 00:20:27.804591,1112.63,PIX,Pickup
ORD_4223,CUST_283,2025-05-08 00:20:27.804591,802.7,Cash,Delivery
ORD_4224,CUST_283,2025-05-15 00:20:27.804591,1354.07,Credit,Delivery
ORD_4225,CUST_283,2025-05-22 00:20:27.804591,1884.21,Cash,Delivery
ORD_4226,CUST_283,2025-06-05 00:20:27.804591,1691.9,PIX,Pickup
ORD_4227,CUST_283,2025-06-19 00:20:27.804591,1790.25,Cash,Delivery
ORD_4228,CUST_283,2025-06-26 00:20:27.804591,1657.05,PIX,Delivery
ORD_4229,CUST_283,2025-07-03 00:20:27.804591,522.09,PIX,Pickup
ORD_4230,CUST_283,2025-07-10 00:20:27.804591,803.08,PIX,Pickup
ORD_4231,CUST_283,2025-07-17 00:20:27.804591,1758.76,Debit,Pickup
ORD_4232,CUST_283,2025-07-24 00:20:27.804591,556.26,PIX,Pickup
ORD_4233,CUST_283,2025-07-31 00:20:27.804591,1611.19,Credit,Pickup
ORD_4234,CUST_283,2025-08-21 00:20:27.804591,1345.23,Credit,Pickup
ORD_4235,CUST_283,2025-09-11 00:20:27.804591,1417.6,Cash,Delivery
ORD_4236,CUST_283,2025-09-18 00:20:27.804591,572.06,Cash,Delivery
ORD_4237,CUST_283,2025-09-25 00:20:27.804591,1619.82,Credit,Delivery
ORD_4238,CUST_283,2025-10-02 00:20:27.804591,1405.02,Cash,Pickup
ORD_4239,CUST_283,2025-10-09 00:20:27.804591,1338.05,Credit,Delivery
ORD_4240,CUST_283,2025-10-16 00:20:27.804591,1000.87,Debit,Delivery
ORD_4241,CUST_284,2025-04-24 00:20:27.804591,2390.51,Cash,Delivery
ORD_4242,CUST_284,2025-05-08 00:20:27.804591,1899.05,Cash,Pickup
ORD_4243,CUST_284,2025-05-22 00:20:27.804591,3054.63,Cash,Pickup
ORD_4244,CUST_284,2025-07-10 00:20:27.804591,2025.93,Cash,Delivery
ORD_4245,CUST_284,2025-07-17 00:20:27.804591,929.26,PIX,Pickup
ORD_4246,CUST_284,2025-08-07 00:20:27.804591,1583.13,Cash,Delivery
ORD_4247,CUST_284,2025-08-14 00:20:27.804591,2707.85,PIX,Pickup
ORD_4248,CUST_284,2025-08-28 00:20:27.804591,2826.51,Cash,Delivery
ORD_4249,CUST_284,2025-09-04 00:20:27.804591,2190.79,Credit,Delivery
ORD_4250,CUST_284,2025-09-18 00:20:27.804591,2216.02,Debit,Delivery
ORD_4251,CUST_284,2025-09-25 00:20:27.804591,1245.83,Cash,Pickup
ORD_4252,CUST_285,2025-04-03 00:20:27.804591,7398.16,PIX,Delivery
ORD_4253,CUST_285,2025-04-10 00:20:27.804591,4297.94,Cash,Delivery
ORD_4254,CUST_285,2025-04-24 00:20:27.804591,5025.56,Debit,Delivery
ORD_4255,CUST_285,2025-05-01 00:20:27.804591,7004.46,Credit,Delivery
ORD_4256,CUST_285,2025-05-08 00:20:27.804591,5412.31,Credit,Delivery
ORD_4257,CUST_285,2025-05-15 00:20:27.804591,7890.5,Debit,Delivery
ORD_4258,CUST_285,2025-05-29 00:20:27.804591,6850.24,Debit,Delivery
ORD_4259,CUST_285,2025-06-05 00:20:27.804591,5405.02,Cash,Delivery
ORD_4260,CUST_285,2025-06-12 00:20:27.804591,7436.8,Credit,Delivery
ORD_4261,CUST_285,2025-06-19 00:20:27.804591,5462.99,Debit,Pickup
ORD_4262,CUST_285,2025-06-26 00:20:27.804591,3801.29,Credit,Pickup
ORD_4263,CUST_285,2025-07-03 00:20:27.804591,5704.48,Cash,Pickup
ORD_4264,CUST_285,2025-07-17 00:20:27.804591,6330.29,PIX,Pickup
ORD_4265,CUST_285,2025-07-24 00:20:27.804591,7738.72,Credit,Pickup
ORD_4266,CUST_285,2025-07-31 00:20:27.804591,5325.16,Cash,Pickup
ORD_4267,CUST_285,2025-08-07 00:20:27.804591,6640.56,Credit,Pickup
ORD_4268,CUST_285,2025-08-14 00:20:27.804591,6686.59,Credit,Pickup
ORD_4269,CUST_285,2025-08-21 00:20:27.804591,5320.35,Cash,Delivery
ORD_4270,CUST_285,2025-08-28 00:20:27.804591,6155.48,PIX,Pickup
ORD_4271,CUST_285,2025-09-04 00:20:27.804591,8999.45,Cash,Delivery
ORD_4272,CUST_285,2025-09-18 00:20:27.804591,6698.33,Cash,Delivery
ORD_4273,CUST_285,2025-09-25 00:20:27.804591,5153.15,PIX,Delivery
ORD_4274,CUST_285,2025-10-02 00:20:27.804591,5635.61,Cash,Pickup
ORD_4275,CUST_285,2025-10-09 00:20:27.804591,7602.08,Cash,Pickup
ORD_4276,CUST_286,2025-04-10 00:20:27.804591,1095.93,PIX,Pickup
ORD_4277,CUST_286,2025-04-17 00:20:27.804591,606.85,Debit,Pickup
ORD_4278,CUST_286,2025-04-24 00:20:27.804591,1313.45,PIX,Pickup
ORD_4279,CUST_286,2025-05-01 00:20:27.804591,1057.11,Cash,Delivery
ORD_4280,CUST_286,2025-05-15 00:20:27.804591,1004.53,Debit,Delivery
ORD_4281,CUST_286,2025-05-22 00:20:27.804591,554.18,Debit,Delivery
ORD_4282,CUST_286,2025-05-29 00:20:27.804591,1005.1,Cash,Pickup
ORD_4283,CUST_286,2025-06-05 00:20:27.804591,731.63,PIX,Pickup
ORD_4284,CUST_286,2025-06-26 00:20:27.804591,940.26,Credit,Delivery
ORD_4285,CUST_286,2025-07-03 00:20:27.804591,856.84,PIX,Delivery
ORD_4286,CUST_286,2025-07-17 00:20:27.804591,1044.24,Credit,Pickup
ORD_4287,CUST_286,2025-07-24 00:20:27.804591,626.6,Credit,Delivery
ORD_4288,CUST_286,2025-08-14 00:20:27.804591,949.27,Credit,Pickup
ORD_4289,CUST_286,2025-09-11 00:20:27.804591,860.47,Debit,Delivery
ORD_4290,CUST_286,2025-09-25 00:20:27.804591,1010.73,PIX,Pickup
ORD_4291,CUST_286,2025-10-09 00:20:27.804591,1068.23,PIX,Delivery
ORD_4292,CUST_287,2025-04-10 00:20:27.804591,1634.4,Cash,Delivery
ORD_4293,CUST_287,2025-04-17 00:20:27.804591,1458.86,PIX,Delivery
ORD_4294,CUST_287,2025-04-24 00:20:27.804591,1691.05,PIX,Delivery
ORD_4295,CUST_287,2025-05-01 00:20:27.804591,1985.91,PIX,Delivery
ORD_4296,CUST_287,2025-05-08 00:20:27.804591,1282.72,PIX,Pickup
ORD_4297,CUST_287,2025-05-15 00:20:27.804591,863.3,Credit,Pickup
ORD_4298,CUST_287,2025-05-22 00:20:27.804591,1427.06,Credit,Delivery
ORD_4299,CUST_287,2025-06-12 00:20:27.804591,1605.37,Cash,Delivery
ORD_4300,CUST_287,2025-06-19 00:20:27.804591,931.04,Credit,Pickup
ORD_4301,CUST_287,2025-07-17 00:20:27.804591,1344.87,Cash,Delivery
ORD_4302,CUST_287,2025-07-24 00:20:27.804591,1246.54,Credit,Delivery
ORD_4303,CUST_287,2025-07-31 00:20:27.804591,1846.2,Credit,Pickup
ORD_4304,CUST_287,2025-08-07 00:20:27.804591,1619.18,PIX,Pickup
ORD_4305,CUST_287,2025-08-14 00:20:27.804591,2032.65,Credit,Pickup
ORD_4306,CUST_287,2025-08-21 00:20:27.804591,2197.57,Cash,Delivery
ORD_4307,CUST_287,2025-09-18 00:20:27.804591,2047.74,PIX,Delivery
ORD_4308,CUST_287,2025-10-02 00:20:27.804591,1229.94,Debit,Delivery
ORD_4309,CUST_287,2025-10-09 00:20:27.804591,1993.73,Credit,Pickup
ORD_4310,CUST_287,2025-10-16 00:20:27.804591,1815.28,Cash,Delivery
ORD_4311,CUST_288,2025-04-03 00:20:27.804591,2292.15,PIX,Delivery
ORD_4312,CUST_288,2025-04-10 00:20:27.804591,3405.93,Cash,Pickup
ORD_4313,CUST_288,2025-05-01 00:20:27.804591,3514.22,Debit,Delivery
ORD_4314,CUST_288,2025-05-15 00:20:27.804591,3256.14,PIX,Pickup
ORD_4315,CUST_288,2025-05-29 00:20:27.804591,816.86,Debit,Delivery
ORD_4316,CUST_288,2025-06-26 00:20:27.804591,3509.28,Debit,Delivery
ORD_4317,CUST_288,2025-07-03 00:20:27.804591,3879.22,Cash,Pickup
ORD_4318,CUST_288,2025-07-10 00:20:27.804591,2424.47,Cash,Delivery
ORD_4319,CUST_288,2025-07-17 00:20:27.804591,4275.58,Cash,Pickup
ORD_4320,CUST_288,2025-07-31 00:20:27.804591,2526.25,Cash,Delivery
ORD_4321,CUST_288,2025-08-14 00:20:27.804591,3357.0,Cash,Delivery
ORD_4322,CUST_288,2025-08-21 00:20:27.804591,1651.52,Credit,Delivery
ORD_4323,CUST_288,2025-09-11 00:20:27.804591,1231.19,Debit,Delivery
ORD_4324,CUST_288,2025-10-02 00:20:27.804591,3300.14,Cash,Pickup
ORD_4325,CUST_288,2025-10-09 00:20:27.804591,3404.68,Debit,Delivery
ORD_4326,CUST_288,2025-10-16 00:20:27.804591,3687.41,Debit,Pickup
ORD_4327,CUST_289,2025-04-03 00:20:27.804591,272.91,Credit,Pickup
ORD_4328,CUST_289,2025-04-10 00:20:27.804591,1214.94,Debit,Pickup
ORD_4329,CUST_289,2025-04-24 00:20:27.804591,1273.65,Debit,Pickup
ORD_4330,CUST_289,2025-05-01 00:20:27.804591,639.86,Debit,Pickup
ORD_4331,CUST_289,2025-05-22 00:20:27.804591,375.28,Debit,Delivery
ORD_4332,CUST_289,2025-06-19 00:20:27.804591,691.4,Credit,Pickup
ORD_4333,CUST_289,2025-06-26 00:20:27.804591,1282.6,PIX,Pickup
ORD_4334,CUST_289,2025-07-10 00:20:27.804591,979.45,Debit,Pickup
ORD_4335,CUST_289,2025-08-07 00:20:27.804591,1103.41,Cash,Pickup
ORD_4336,CUST_289,2025-08-14 00:20:27.804591,1030.84,PIX,Delivery
ORD_4337,CUST_289,2025-09-25 00:20:27.804591,751.59,PIX,Pickup
ORD_4338,CUST_289,2025-10-16 00:20:27.804591,670.46,Credit,Pickup
ORD_4339,CUST_290,2025-05-29 00:20:27.804591,3933.72,PIX,Pickup
ORD_4340,CUST_290,2025-06-26 00:20:27.804591,5664.11,PIX,Pickup
ORD_4341,CUST_290,2025-07-24 00:20:27.804591,3655.52,Credit,Delivery
ORD_4342,CUST_290,2025-07-31 00:20:27.804591,3695.97,Credit,Pickup
ORD_4343,CUST_290,2025-08-21 00:20:27.804591,3333.93,Cash,Pickup
ORD_4344,CUST_290,2025-09-04 00:20:27.804591,4093.88,Debit,Delivery
ORD_4345,CUST_291,2025-04-10 00:20:27.804591,663.39,Debit,Pickup
ORD_4346,CUST_291,2025-04-24 00:20:27.804591,1132.98,PIX,Delivery
ORD_4347,CUST_291,2025-05-15 00:20:27.804591,716.85,Cash,Delivery
ORD_4348,CUST_291,2025-05-22 00:20:27.804591,505.41,Debit,Pickup
ORD_4349,CUST_291,2025-06-12 00:20:27.804591,592.98,Cash,Pickup
ORD_4350,CUST_291,2025-06-19 00:20:27.804591,742.11,Debit,Delivery
ORD_4351,CUST_291,2025-07-03 00:20:27.804591,1093.45,Cash,Pickup
ORD_4352,CUST_291,2025-07-10 00:20:27.804591,167.08,Cash,Pickup
ORD_4353,CUST_291,2025-07-17 00:20:27.804591,805.27,Debit,Pickup
ORD_4354,CUST_291,2025-08-07 00:20:27.804591,944.33,Credit,Pickup
ORD_4355,CUST_291,2025-08-14 00:20:27.804591,680.58,PIX,Pickup
ORD_4356,CUST_291,2025-09-04 00:20:27.804591,508.93,PIX,Pickup
ORD_4357,CUST_291,2025-09-18 00:20:27.804591,1114.86,Credit,Pickup
ORD_4358,CUST_291,2025-10-16 00:20:27.804591,902.03,Debit,Pickup
ORD_4359,CUST_292,2025-04-03 00:20:27.804591,440.61,Credit,Delivery
ORD_4360,CUST_292,2025-04-17 00:20:27.804591,854.37,Debit,Pickup
ORD_4361,CUST_292,2025-05-01 00:20:27.804591,562.45,PIX,Delivery
ORD_4362,CUST_292,2025-05-15 00:20:27.804591,667.67,Cash,Delivery
ORD_4363,CUST_292,2025-06-05 00:20:27.804591,584.68,Credit,Delivery
ORD_4364,CUST_292,2025-07-17 00:20:27.804591,960.25,Cash,Delivery
ORD_4365,CUST_292,2025-07-24 00:20:27.804591,666.44,Debit,Delivery
ORD_4366,CUST_292,2025-08-28 00:20:27.804591,402.03,PIX,Delivery
ORD_4367,CUST_292,2025-09-04 00:20:27.804591,718.8,PIX,Delivery
ORD_4368,CUST_292,2025-09-18 00:20:27.804591,908.74,Cash,Pickup
ORD_4369,CUST_292,2025-09-25 00:20:27.804591,678.51,Debit,Delivery
ORD_4370,CUST_292,2025-10-02 00:20:27.804591,303.11,PIX,Pickup
ORD_4371,CUST_293,2025-04-17 00:20:27.804591,279.06,PIX,Delivery
ORD_4372,CUST_293,2025-05-08 00:20:27.804591,957.55,Cash,Delivery
ORD_4373,CUST_293,2025-05-22 00:20:27.804591,785.34,PIX,Pickup
ORD_4374,CUST_293,2025-05-29 00:20:27.804591,409.62,Debit,Delivery
ORD_4375,CUST_293,2025-06-12 00:20:27.804591,749.81,Debit,Delivery
ORD_4376,CUST_293,2025-06-19 00:20:27.804591,593.53,PIX,Delivery
ORD_4377,CUST_293,2025-07-03 00:20:27.804591,622.93,Debit,Pickup
ORD_4378,CUST_293,2025-07-10 00:20:27.804591,621.31,PIX,Pickup
ORD_4379,CUST_293,2025-07-24 00:20:27.804591,547.01,Credit,Pickup
ORD_4380,CUST_293,2025-07-31 00:20:27.804591,499.43,Credit,Delivery
ORD_4381,CUST_293,2025-08-21 00:20:27.804591,587.13,Debit,Delivery
ORD_4382,CUST_293,2025-09-04 00:20:27.804591,619.3,Debit,Delivery
ORD_4383,CUST_293,2025-09-11 00:20:27.804591,535.72,Credit,Delivery
ORD_4384,CUST_293,2025-09-18 00:20:27.804591,304.17,Cash,Pickup
ORD_4385,CUST_293,2025-10-09 00:20:27.804591,728.12,Cash,Delivery
ORD_4386,CUST_294,2025-04-10 00:20:27.804591,4280.38,Debit,Delivery
ORD_4387,CUST_294,2025-04-17 00:20:27.804591,4959.18,Debit,Pickup
ORD_4388,CUST_294,2025-05-08 00:20:27.804591,2710.44,Debit,Delivery
ORD_4389,CUST_294,2025-05-22 00:20:27.804591,1896.87,Cash,Delivery
ORD_4390,CUST_294,2025-06-05 00:20:27.804591,4440.24,Debit,Pickup
ORD_4391,CUST_294,2025-06-19 00:20:27.804591,2889.98,PIX,Pickup
ORD_4392,CUST_294,2025-06-26 00:20:27.804591,3066.48,Debit,Pickup
ORD_4393,CUST_294,2025-07-03 00:20:27.804591,3286.73,Cash,Pickup
ORD_4394,CUST_294,2025-07-31 00:20:27.804591,3010.76,Credit,Pickup
ORD_4395,CUST_294,2025-08-28 00:20:27.804591,4897.79,PIX,Delivery
ORD_4396,CUST_294,2025-09-04 00:20:27.804591,2036.37,PIX,Delivery
ORD_4397,CUST_294,2025-09-11 00:20:27.804591,3358.62,Credit,Pickup
ORD_4398,CUST_294,2025-10-02 00:20:27.804591,4010.43,Debit,Delivery
ORD_4399,CUST_294,2025-10-09 00:20:27.804591,2378.83,PIX,Pickup
ORD_4400,CUST_294,2025-10-16 00:20:27.804591,2634.44,Cash,Pickup
ORD_4401,CUST_295,2025-04-03 00:20:27.804591,1917.95,Cash,Delivery
ORD_4402,CUST_295,2025-04-10 00:20:27.804591,3700.51,Cash,Delivery
ORD_4403,CUST_295,2025-05-08 00:20:27.804591,3406.08,PIX,Pickup
ORD_4404,CUST_295,2025-05-15 00:20:27.804591,2094.08,Credit,Delivery
ORD_4405,CUST_295,2025-05-22 00:20:27.804591,1975.26,Cash,Delivery
ORD_4406,CUST_295,2025-06-05 00:20:27.804591,3435.55,PIX,Delivery
ORD_4407,CUST_295,2025-06-12 00:20:27.804591,2298.65,Debit,Delivery
ORD_4408,CUST_295,2025-06-19 00:20:27.804591,1676.81,Debit,Pickup
ORD_4409,CUST_295,2025-06-26 00:20:27.804591,2166.62,Cash,Pickup
ORD_4410,CUST_295,2025-07-03 00:20:27.804591,2945.81,PIX,Delivery
ORD_4411,CUST_295,2025-07-10 00:20:27.804591,2657.06,Credit,Pickup
ORD_4412,CUST_295,2025-07-24 00:20:27.804591,3428.86,PIX,Delivery
ORD_4413,CUST_295,2025-07-31 00:20:27.804591,2148.12,Debit,Pickup
ORD_4414,CUST_295,2025-08-07 00:20:27.804591,2341.91,PIX,Pickup
ORD_4415,CUST_295,2025-08-14 00:20:27.804591,3089.94,Cash,Pickup
ORD_4416,CUST_295,2025-08-21 00:20:27.804591,3910.86,Cash,Delivery
ORD_4417,CUST_295,2025-08-28 00:20:27.804591,3017.1,Debit,Pickup
ORD_4418,CUST_295,2025-09-04 00:20:27.804591,2012.61,Debit,Delivery
ORD_4419,CUST_295,2025-09-11 00:20:27.804591,703.36,Debit,Delivery
ORD_4420,CUST_295,2025-09-18 00:20:27.804591,2451.34,Debit,Pickup
ORD_4421,CUST_295,2025-10-09 00:20:27.804591,745.73,Cash,Pickup
ORD_4422,CUST_295,2025-10-16 00:20:27.804591,4051.26,Cash,Pickup
ORD_4423,CUST_296,2025-04-03 00:20:27.804591,562.67,Debit,Delivery
ORD_4424,CUST_296,2025-04-10 00:20:27.804591,267.16,PIX,Delivery
ORD_4425,CUST_296,2025-04-24 00:20:27.804591,889.58,Credit,Delivery
ORD_4426,CUST_296,2025-05-08 00:20:27.804591,813.43,PIX,Pickup
ORD_4427,CUST_296,2025-05-15 00:20:27.804591,524.85,Cash,Delivery
ORD_4428,CUST_296,2025-06-05 00:20:27.804591,773.93,PIX,Delivery
ORD_4429,CUST_296,2025-07-24 00:20:27.804591,525.88,PIX,Delivery
ORD_4430,CUST_296,2025-08-14 00:20:27.804591,660.18,Cash,Delivery
ORD_4431,CUST_296,2025-09-11 00:20:27.804591,709.45,PIX,Delivery
ORD_4432,CUST_296,2025-10-02 00:20:27.804591,843.41,PIX,Pickup
ORD_4433,CUST_297,2025-04-10 00:20:27.804591,2586.28,Cash,Delivery
ORD_4434,CUST_297,2025-04-17 00:20:27.804591,2428.15,Debit,Delivery
ORD_4435,CUST_297,2025-04-24 00:20:27.804591,2667.17,Cash,Delivery
ORD_4436,CUST_297,2025-05-01 00:20:27.804591,1980.46,Debit,Pickup
ORD_4437,CUST_297,2025-05-08 00:20:27.804591,2158.4,Credit,Pickup
ORD_4438,CUST_297,2025-05-15 00:20:27.804591,2907.23,Debit,Delivery
ORD_4439,CUST_297,2025-05-22 00:20:27.804591,3391.77,Credit,Pickup
ORD_4440,CUST_297,2025-06-05 00:20:27.804591,1844.91,Credit,Delivery
ORD_4441,CUST_297,2025-07-17 00:20:27.804591,3592.96,PIX,Delivery
ORD_4442,CUST_297,2025-07-24 00:20:27.804591,1707.86,Cash,Pickup
ORD_4443,CUST_297,2025-08-07 00:20:27.804591,2297.37,Debit,Delivery
ORD_4444,CUST_297,2025-08-14 00:20:27.804591,2257.44,PIX,Delivery
ORD_4445,CUST_297,2025-08-28 00:20:27.804591,2583.03,Debit,Pickup
ORD_4446,CUST_297,2025-09-11 00:20:27.804591,3288.17,Debit,Delivery
ORD_4447,CUST_297,2025-10-02 00:20:27.804591,1811.77,Cash,Pickup
ORD_4448,CUST_298,2025-05-29 00:20:27.804591,2418.58,Credit,Pickup
ORD_4449,CUST_298,2025-07-17 00:20:27.804591,3257.34,Cash,Delivery
ORD_4450,CUST_298,2025-07-31 00:20:27.804591,2931.76,Credit,Pickup
ORD_4451,CUST_298,2025-08-14 00:20:27.804591,2117.39,PIX,Pickup
ORD_4452,CUST_298,2025-09-18 00:20:27.804591,1183.36,Cash,Delivery
ORD_4453,CUST_298,2025-09-25 00:20:27.804591,3314.76,Cash,Delivery
ORD_4454,CUST_298,2025-10-09 00:20:27.804591,2357.12,Credit,Pickup
ORD_4455,CUST_299,2025-04-10 00:20:27.804591,3273.94,Debit,Pickup
ORD_4456,CUST_299,2025-04-17 00:20:27.804591,911.75,Cash,Delivery
ORD_4457,CUST_299,2025-04-24 00:20:27.804591,1482.79,Cash,Pickup
ORD_4458,CUST_299,2025-05-15 00:20:27.804591,2550.48,Debit,Delivery
ORD_4459,CUST_299,2025-05-22 00:20:27.804591,1193.92,PIX,Pickup
ORD_4460,CUST_299,2025-06-05 00:20:27.804591,3013.34,Debit,Pickup
ORD_4461,CUST_299,2025-06-26 00:20:27.804591,1969.09,Debit,Delivery
ORD_4462,CUST_299,2025-07-03 00:20:27.804591,2082.66,PIX,Delivery
ORD_4463,CUST_299,2025-08-07 00:20:27.804591,3797.44,PIX,Delivery
ORD_4464,CUST_299,2025-08-21 00:20:27.804591,2016.39,Cash,Pickup
ORD_4465,CUST_299,2025-08-28 00:20:27.804591,2287.26,Cash,Delivery
ORD_4466,CUST_299,2025-09-11 00:20:27.804591,3519.17,Credit,Pickup
ORD_4467,CUST_299,2025-10-02 00:20:27.804591,2913.54,PIX,Delivery
ORD_4468,CUST_299,2025-10-16 00:20:27.804591,1982.94,Credit,Delivery
ORD_4469,CUST_300,2025-04-03 00:20:27.804591,5442.76,Cash,Pickup
ORD_4470,CUST_300,2025-04-10 00:20:27.804591,2623.73,Credit,Pickup
ORD_4471,CUST_300,2025-05-15 00:20:27.804591,5278.34,PIX,Pickup
ORD_4472,CUST_300,2025-05-29 00:20:27.804591,5308.82,Cash,Pickup
ORD_4473,CUST_300,2025-06-26 00:20:27.804591,3867.64,Credit,Delivery
ORD_4474,CUST_300,2025-07-10 00:20:27.804591,6162.48,Cash,Pickup
ORD_4475,CUST_300,2025-07-17 00:20:27.804591,5849.99,Cash,Delivery
ORD_4476,CUST_300,2025-07-31 00:20:27.804591,5434.5,Cash,Pickup
ORD_4477,CUST_300,2025-08-21 00:20:27.804591,4902.95,Cash,Pickup
ORD_4478,CUST_300,2025-09-11 00:20:27.804591,4354.18,PIX,Delivery
ORD_4479,CUST_300,2025-10-02 00:20:27.804591,6137.42,Debit,Pickup
ORD_4480,CUST_300,2025-10-16 00:20:27.804591,4350.5,Cash,Delivery
ORD_4481,CUST_301,2025-04-17 00:20:27.804591,4894.98,Debit,Delivery
ORD_4482,CUST_301,2025-05-01 00:20:27.804591,3431.08,PIX,Delivery
ORD_4483,CUST_301,2025-06-19 00:20:27.804591,3366.15,Cash,Delivery
ORD_4484,CUST_301,2025-07-10 00:20:27.804591,4277.49,Cash,Pickup
ORD_4485,CUST_301,2025-08-14 00:20:27.804591,2692.66,Debit,Delivery
ORD_4486,CUST_301,2025-08-28 00:20:27.804591,4675.43,Cash,Pickup
ORD_4487,CUST_301,2025-09-11 00:20:27.804591,4047.57,Debit,Delivery
ORD_4488,CUST_301,2025-10-16 00:20:27.804591,3999.61,Cash,Delivery
ORD_4489,CUST_302,2025-04-03 00:20:27.804591,1337.21,Debit,Pickup
ORD_4490,CUST_302,2025-04-10 00:20:27.804591,1410.62,Credit,Pickup
ORD_4491,CUST_302,2025-04-17 00:20:27.804591,2280.64,PIX,Delivery
ORD_4492,CUST_302,2025-04-24 00:20:27.804591,722.63,Cash,Delivery
ORD_4493,CUST_302,2025-05-01 00:20:27.804591,1963.05,PIX,Pickup
ORD_4494,CUST_302,2025-05-08 00:20:27.804591,1969.97,Debit,Delivery
ORD_4495,CUST_302,2025-05-15 00:20:27.804591,722.94,Debit,Delivery
ORD_4496,CUST_302,2025-05-22 00:20:27.804591,1328.71,Credit,Pickup
ORD_4497,CUST_302,2025-05-29 00:20:27.804591,1129.31,Credit,Pickup
ORD_4498,CUST_302,2025-06-05 00:20:27.804591,909.86,Credit,Pickup
ORD_4499,CUST_302,2025-06-12 00:20:27.804591,1700.43,Credit,Delivery
ORD_4500,CUST_302,2025-06-19 00:20:27.804591,1661.54,PIX,Delivery
ORD_4501,CUST_302,2025-06-26 00:20:27.804591,1370.26,PIX,Delivery
ORD_4502,CUST_302,2025-07-10 00:20:27.804591,806.19,Cash,Delivery
ORD_4503,CUST_302,2025-07-17 00:20:27.804591,1562.41,Debit,Delivery
ORD_4504,CUST_302,2025-07-24 00:20:27.804591,1171.41,PIX,Delivery
ORD_4505,CUST_302,2025-07-31 00:20:27.804591,1538.07,Cash,Delivery
ORD_4506,CUST_302,2025-08-07 00:20:27.804591,2083.98,Debit,Delivery
ORD_4507,CUST_302,2025-08-14 00:20:27.804591,1745.87,PIX,Delivery
ORD_4508,CUST_302,2025-08-21 00:20:27.804591,1899.94,PIX,Delivery
ORD_4509,CUST_302,2025-08-28 00:20:27.804591,1194.37,Debit,Delivery
ORD_4510,CUST_302,2025-09-04 00:20:27.804591,832.03,Credit,Delivery
ORD_4511,CUST_302,2025-09-11 00:20:27.804591,1519.82,Cash,Delivery
ORD_4512,CUST_302,2025-09-18 00:20:27.804591,626.37,Debit,Pickup
ORD_4513,CUST_302,2025-09-25 00:20:27.804591,821.55,Cash,Delivery
ORD_4514,CUST_302,2025-10-02 00:20:27.804591,1893.03,PIX,Delivery
ORD_4515,CUST_302,2025-10-16 00:20:27.804591,911.17,Credit,Pickup
ORD_4516,CUST_303,2025-04-10 00:20:27.804591,1175.61,Credit,Delivery
ORD_4517,CUST_303,2025-04-17 00:20:27.804591,1069.48,Cash,Delivery
ORD_4518,CUST_303,2025-04-24 00:20:27.804591,925.0,Cash,Pickup
ORD_4519,CUST_303,2025-05-01 00:20:27.804591,861.3,Credit,Pickup
ORD_4520,CUST_303,2025-05-15 00:20:27.804591,1332.85,Debit,Pickup
